KO	FunC_1	FunC_2	FunC_3	FunC_4
K05947	0	1	0	0
K07275	0	1	1	1
K18195	0	1	0	1
K19326	0	1	0	0
K16795	0	1	0	1
K11339	0	1	0	0
K06491	0	1	1	0
K05060	0	1	0	0
K15535	0	1	0	1
K17948	0	1	0	0
K03287	0	1	0	1
K10901	0	1	0	1
K01597	0	1	0	1
K17382	0	1	0	1
K05372	0	1	0	1
K06931	0	1	0	0
K01852	0	1	0	1
K09553	0	1	0	1
K02136	0	1	0	1
K13962	0	1	0	0
K09384	0	1	1	0
K14120	0	1	1	0
K04575	0	1	0	1
K04984	0	1	0	1
K06467	0	1	0	0
K18218	0	1	0	0
K14985	0	1	0	0
K00293	0	1	0	0
K06974	0	1	0	0
K08466	0	1	0	0
K00228	0	1	1	1
K16481	0	1	0	0
K17745	0	1	0	1
K05064	0	1	0	0
K09800	0	1	1	1
K19636	0	1	0	0
K09782	0	1	0	0
K14654	0	1	0	0
K07106	0	1	0	0
K01725	0	1	1	1
K12512	0	1	0	1
K09504	0	1	0	0
K01270	0	1	1	1
K07091	0	1	1	1
K16078	0	1	1	0
K17217	0	1	0	0
K15717	0	1	0	0
K09833	0	1	0	0
K05310	0	1	0	1
K08801	0	1	0	0
K05657	0	1	0	0
K01283	0	1	1	1
K15976	0	1	1	1
K07559	0	1	0	0
K04875	0	1	0	0
K01371	0	1	0	1
K04516	0	1	0	0
K08097	0	1	0	0
K12500	0	1	0	0
K19530	0	1	0	0
K18678	0	1	0	0
K06928	0	1	0	0
K00591	0	1	0	0
K10465	0	1	0	0
K08956	0	1	0	0
K07516	0	1	1	1
K14196	0	1	0	0
K14446	0	1	0	1
K01277	0	1	0	0
K16698	0	1	0	0
K17249	0	1	1	1
K03390	0	1	0	0
K05636	0	1	0	0
K17069	0	1	0	0
K15642	0	1	0	1
K15643	0	1	0	1
K16605	0	1	0	0
K17081	0	1	1	1
K01023	0	1	0	0
K16697	0	1	0	1
K16365	0	1	1	1
K10823	0	1	0	0
K13409	0	1	1	0
K02022	0	1	1	1
K13016	0	1	0	1
K10353	0	1	0	0
K05789	0	1	0	0
K04508	0	1	0	0
K10210	0	1	0	0
K08977	0	1	1	1
K06130	0	1	1	0
K04866	0	1	0	0
K14650	0	1	0	0
K17356	0	1	0	0
K17544	0	1	0	0
K16931	0	1	1	1
K15657	0	1	0	0
K11550	0	1	0	0
K03150	0	1	0	1
K11369	0	1	0	0
K03532	0	1	0	0
K00290	0	1	1	0
K03445	0	1	0	1
K01075	0	1	1	1
K06970	0	1	0	0
K13004	0	1	1	0
K18315	0	1	0	0
K06771	0	1	0	0
K08740	0	1	0	1
K01045	0	1	0	1
K07440	0	1	0	0
K13000	0	1	0	0
K16536	0	1	0	1
K18989	0	1	1	1
K13043	0	1	0	0
K10405	0	1	1	1
K05658	0	1	0	0
K07578	0	1	0	0
K15532	0	1	0	0
K13776	0	1	1	0
K07515	0	1	0	0
K16322	0	1	1	1
K18316	0	1	0	0
K18317	0	1	0	0
K00880	0	1	1	0
K12983	0	1	0	0
K01224	0	1	0	0
K16308	0	1	1	0
K14208	0	1	0	0
K01865	0	1	0	0
K00881	0	1	0	0
K15924	0	1	0	1
K13274	0	1	0	0
K03627	0	1	1	0
K11426	0	1	0	1
K08652	0	1	0	0
K16693	0	1	0	0
K18457	0	1	0	1
K03280	0	1	0	0
K14392	0	1	1	0
K01285	0	1	0	0
K08608	0	1	0	0
K10061	0	1	0	0
K00760	0	1	1	1
K10646	0	1	0	0
K17787	0	1	0	0
K06378	0	1	1	1
K14676	0	1	1	1
K13683	0	1	0	1
K14616	0	1	0	0
K15206	0	1	0	0
K10470	0	1	0	0
K17798	0	1	0	0
K00884	0	1	0	0
K07261	0	1	0	1
K01387	0	1	0	0
K12028	0	1	0	0
K11232	0	1	1	1
K08115	0	1	1	1
K16701	0	1	0	0
K06693	0	1	0	0
K09612	0	1	0	0
K18580	0	1	0	0
K12297	0	1	1	1
K15782	0	1	1	0
K16088	0	1	1	0
K14091	0	1	1	0
K10857	0	1	1	0
K07790	0	1	1	1
K15536	0	1	1	0
K10859	0	1	1	0
K06900	0	1	1	1
K16348	0	1	1	0
K10300	0	1	1	0
K18906	0	1	1	0
K03503	0	1	1	1
K03502	0	1	1	0
K12205	0	1	1	1
K06377	0	1	1	1
K03897	0	1	1	0
K12057	0	1	1	1
K03354	0	1	1	1
K07445	0	1	1	1
K16053	0	1	1	0
K09928	0	1	1	1
K09572	0	1	1	1
K05577	0	1	1	1
K09859	0	1	1	1
K02666	0	1	1	1
K18754	0	1	1	0
K06897	0	1	1	0
K04524	0	1	1	1
K13285	0	1	1	0
K06079	0	1	1	0
K15125	0	1	1	1
K07326	0	1	1	1
K05526	0	1	1	0
K00138	0	1	1	0
K01152	0	1	1	1
K18093	0	1	1	0
K05534	0	1	0	0
K14541	0	1	1	0
K03108	0	1	1	1
K16628	0	1	0	0
K10718	0	1	1	0
K11706	0	1	0	0
K03510	0	1	0	0
K01201	0	1	1	0
K16726	0	1	1	1
K11537	0	1	0	1
K06361	0	1	0	0
K04687	0	1	0	0
K06704	0	1	0	0
K19408	0	1	0	0
K10086	0	1	0	0
K15692	0	1	0	0
K08759	0	1	0	0
K14554	0	1	0	0
K13279	0	1	1	1
K16451	0	1	0	0
K18808	0	1	0	1
K13403	0	1	0	0
K06834	0	1	0	0
K11862	0	1	0	1
K18723	0	1	1	1
K10421	0	1	1	0
K11177	0	1	0	1
K13754	0	1	0	0
K05770	0	1	0	0
K18826	0	1	0	0
K18205	0	1	0	0
K00769	0	1	0	0
K16212	0	1	0	0
K15276	0	1	0	0
K19532	0	1	1	1
K05970	0	1	0	1
K18581	0	1	0	0
K08717	0	1	1	1
K01685	0	1	0	0
K18236	0	1	0	0
K08737	0	1	0	0
K07706	0	1	0	0
K07690	0	1	1	1
K06822	0	1	0	0
K06426	0	1	0	0
K03350	0	1	0	1
K04886	0	1	1	0
K15429	0	1	0	0
K06935	0	1	0	0
K13992	0	1	0	1
K15619	0	1	0	0
K01134	0	1	0	1
K03332	0	1	0	0
K15923	0	1	0	0
K13483	0	1	0	1
K15921	0	1	0	0
K14087	0	1	0	0
K14089	0	1	0	0
K14086	0	1	0	0
K05480	0	1	0	0
K05582	0	1	0	1
K01639	0	1	0	0
K15530	0	1	1	1
K01787	0	1	0	0
K19036	0	1	0	1
K10447	0	1	0	0
K00436	0	1	1	0
K18007	0	1	1	0
K08184	0	1	0	0
K01051	0	1	0	1
K00437	0	1	1	0
K15721	0	1	1	0
K02080	0	1	0	0
K12757	0	1	0	0
K06155	0	1	0	0
K13450	0	1	0	0
K06338	0	1	1	0
K01729	0	1	0	0
K08647	0	1	0	0
K11063	0	1	0	0
K09968	0	1	1	1
K12972	0	1	1	1
K15152	0	1	0	1
K10866	0	1	0	1
K12869	0	1	0	0
K00691	0	1	0	0
K16718	0	1	0	0
K11429	0	1	0	0
K17964	0	1	0	0
K04618	0	1	1	1
K05383	0	1	0	0
K11424	0	1	0	1
K16290	0	1	0	0
K14637	0	1	0	0
K09124	0	1	0	1
K17999	0	1	0	0
K09560	0	1	0	0
K01184	0	1	0	0
K14506	0	1	0	0
K11655	0	1	0	0
K10900	0	1	1	1
K14439	0	1	1	0
K04080	0	1	0	0
K04020	0	1	1	1
K14623	0	1	1	1
K15332	0	1	0	0
K17461	0	1	0	1
K13694	0	1	0	1
K12006	0	1	0	0
K11003	0	1	1	1
K18820	0	1	0	0
K09011	0	1	1	1
K03429	0	1	0	1
K11066	0	1	0	1
K14940	0	1	0	0
K03881	0	1	0	0
K09892	0	1	1	1
K08505	0	1	0	0
K06210	0	1	0	0
K12795	0	1	0	1
K18294	0	1	0	0
K03720	0	1	1	1
K02303	0	1	0	0
K13663	0	1	0	0
K07480	0	1	1	0
K11541	0	1	0	0
K06356	0	1	0	0
K01199	0	1	1	0
K08325	0	1	1	0
K01225	0	1	0	0
K07189	0	1	0	0
K03275	0	1	1	0
K10770	0	1	0	0
K12418	0	1	0	0
K00326	0	1	0	0
K00132	0	1	0	0
K11548	0	1	1	1
K17681	0	1	0	1
K04797	0	1	0	0
K10774	0	1	0	1
K10886	0	1	0	0
K08724	0	1	0	0
K09656	0	1	0	0
K09150	0	1	0	0
K15197	0	1	0	0
K00348	0	1	1	0
K00351	0	1	1	1
K00350	0	1	1	0
K01364	0	1	0	0
K06249	0	1	0	0
K00750	0	1	0	0
K07333	0	1	0	0
K11422	0	1	0	0
K06374	0	1	1	0
K08000	0	1	0	0
K06909	0	1	1	1
K13747	0	1	0	1
K03413	0	1	1	1
K16487	0	1	1	1
K02490	0	1	0	1
K09054	0	1	0	1
K12472	0	1	0	1
K12282	0	1	1	1
K06666	0	1	1	1
K10696	0	1	0	1
K19000	0	1	1	1
K08844	0	1	1	1
K16138	0	1	0	1
K06714	0	1	0	1
K03068	0	1	1	1
K16055	0	1	0	1
K14571	0	1	0	1
K08481	0	1	0	1
K05635	0	1	1	1
K03697	0	1	0	0
K17890	0	1	0	1
K02893	0	1	0	0
K11903	0	1	1	1
K18006	0	1	1	0
K18005	0	1	1	0
K06991	0	1	1	1
K09953	0	1	1	0
K03753	0	1	1	1
K04062	0	1	1	0
K08010	0	1	0	0
K17409	0	1	0	0
K19140	0	1	1	0
K17717	0	1	1	0
K01349	0	1	0	0
K06695	0	1	1	1
K17341	0	1	0	0
K08306	0	1	0	1
K14462	0	1	0	0
K19138	0	1	1	0
K07016	0	1	1	1
K04559	0	1	0	0
K18660	0	1	0	0
K16910	0	1	0	0
K18725	0	1	0	0
K00476	0	1	0	0
K15010	0	1	0	0
K15083	0	1	0	0
K02599	0	1	0	0
K06085	0	1	0	0
K15263	0	1	0	0
K06254	0	1	0	0
K14844	0	1	0	0
K12592	0	1	0	0
K10130	0	1	0	1
K16461	0	1	1	0
K19091	0	1	0	0
K19613	0	1	0	1
K01833	0	1	0	0
K17550	0	1	0	1
K11312	0	1	1	0
K01658	0	1	0	0
K09286	0	1	0	0
K18387	0	1	0	0
K06286	0	1	0	0
K12850	0	1	0	0
K19015	0	1	0	0
K06051	0	1	0	0
K04712	0	1	1	1
K04486	0	1	0	0
K09533	0	1	0	0
K08286	0	1	0	0
K04404	0	1	0	0
K16617	0	1	0	0
K19589	0	1	0	0
K03095	0	1	0	0
K16257	0	1	0	0
K15497	0	1	0	0
K08614	0	1	0	0
K01143	0	1	0	0
K01213	0	1	0	0
K18429	0	1	1	1
K14989	0	1	0	0
K04775	0	1	0	0
K15172	0	1	0	0
K19423	0	1	0	0
K02508	0	1	0	0
K03484	0	1	0	0
K16657	0	1	0	0
K06713	0	1	0	0
K05403	0	1	0	0
K08624	0	1	0	1
K19172	0	1	0	0
K03241	0	1	0	0
K05864	0	1	0	0
K06540	0	1	0	1
K12399	0	1	0	0
K13037	0	1	0	0
K01205	0	1	0	0
K05662	0	1	0	0
K05546	0	1	0	0
K18693	0	1	0	0
K10381	0	1	0	0
K15740	0	1	0	1
K06059	0	1	0	0
K04245	0	1	0	0
K06561	0	1	0	0
K15915	0	1	0	0
K01281	0	1	0	0
K10460	0	1	0	0
K19413	0	1	0	1
K12575	0	1	0	0
K05573	0	1	0	0
K15078	0	1	0	0
K14356	0	1	0	0
K13892	0	1	0	1
K08056	0	1	0	0
K09582	0	1	0	0
K12013	0	1	0	0
K01029	0	1	0	0
K15846	0	1	0	0
K05072	0	1	0	0
K10454	0	1	0	0
K08777	0	1	0	1
K11619	0	1	0	0
K09673	0	1	0	0
K08872	0	1	0	0
K14709	0	1	0	0
K08642	0	1	0	0
K09784	0	1	0	0
K04657	0	1	0	0
K03861	0	1	0	0
K07286	0	1	1	1
K13046	0	1	0	0
K00346	0	1	1	0
K13868	0	1	0	0
K12945	0	1	0	0
K03909	0	1	0	0
K19271	0	1	0	0
K15588	0	1	0	0
K06216	0	1	0	0
K01155	0	1	0	0
K14001	0	1	0	0
K11171	0	1	0	0
K07804	0	1	1	0
K09583	0	1	0	0
K17878	0	1	1	0
K14407	0	1	0	0
K00107	0	1	0	1
K08135	0	1	0	0
K13459	0	1	0	1
K07285	0	1	1	1
K05952	0	1	1	0
K13500	0	1	0	1
K08927	0	1	0	0
K08926	0	1	0	0
K10314	0	1	0	0
K03414	0	1	1	1
K02084	0	1	1	0
K02440	0	1	1	0
K10295	0	1	0	0
K15444	0	1	0	0
K01097	0	1	0	0
K12658	0	1	1	0
K06136	0	1	1	0
K01841	0	1	0	1
K12980	0	1	0	0
K01815	0	1	1	0
K19093	0	1	0	0
K13484	0	1	0	0
K06451	0	1	0	0
K10400	0	1	0	1
K00105	0	1	0	1
K11547	0	1	0	0
K03355	0	1	0	1
K03255	0	1	0	0
K09805	0	1	1	1
K11144	0	1	1	0
K17796	0	1	0	0
K00582	0	1	0	0
K07265	0	1	1	0
K08465	0	1	0	0
K11568	0	1	0	0
K05069	0	1	0	0
K18034	0	1	0	1
K05637	0	1	0	0
K01440	0	1	0	0
K07761	0	1	0	0
K17258	0	1	0	0
K01402	0	1	0	0
K17973	0	1	0	0
K14713	0	1	0	0
K18335	0	1	1	0
K12243	0	1	1	0
K07274	0	1	1	0
K06636	0	1	0	0
K10358	0	1	0	0
K07466	0	1	0	1
K16732	0	1	0	0
K09511	0	1	0	0
K00222	0	1	0	1
K08164	0	1	0	0
K19367	0	1	0	0
K01316	0	1	0	0
K10703	0	1	0	0
K11864	0	1	0	1
K12571	0	1	0	0
K01666	0	1	1	1
K09454	0	1	0	0
K02940	0	1	0	0
K06644	0	1	0	0
K06386	0	1	0	0
K18931	0	1	1	0
K05661	0	1	1	0
K02908	0	1	0	0
K00364	0	1	1	0
K07521	0	1	0	0
K09608	0	1	0	0
K15359	0	1	1	1
K02138	0	1	0	0
K01294	0	1	0	0
K13713	0	1	0	0
K13057	0	1	0	1
K16180	0	1	0	0
K09531	0	1	1	1
K00202	0	1	1	0
K18920	0	1	0	0
K09704	0	1	0	0
K11266	0	1	0	0
K04234	0	1	0	0
K14315	0	1	0	0
K18719	0	1	0	0
K01753	0	1	1	0
K08374	0	1	0	0
K18333	0	1	0	0
K14124	0	1	0	0
K06357	0	1	0	0
K12172	0	1	0	0
K12341	0	1	0	0
K06365	0	1	0	0
K09847	0	1	0	0
K06373	0	1	1	0
K13022	0	1	0	1
K13249	0	1	0	0
K04649	0	1	0	0
K10685	0	1	0	0
K10624	0	1	0	0
K08502	0	1	0	0
K01762	0	1	0	0
K16340	0	1	0	0
K18729	0	1	0	0
K19231	0	1	1	0
K18574	0	1	0	0
K05110	0	1	0	0
K12660	0	1	0	0
K16213	0	1	0	1
K03362	0	1	0	0
K16532	0	1	0	0
K19096	0	1	0	0
K18988	0	1	0	0
K05340	0	1	0	0
K02980	0	1	0	0
K02957	0	1	0	0
K02912	0	1	0	0
K02885	0	1	0	0
K02868	0	1	0	0
K06887	0	1	0	0
K04067	0	1	0	1
K12582	0	1	0	0
K01437	0	1	0	0
K18620	0	1	0	0
K11558	0	1	0	1
K10380	0	1	1	0
K02930	0	1	0	0
K02938	0	1	0	0
K02958	0	1	0	0
K04746	0	1	0	0
K14551	0	1	0	0
K11563	0	1	0	0
K18344	0	1	0	0
K18896	0	1	0	0
K08889	0	1	0	0
K18941	0	1	0	0
K15720	0	1	0	1
K13047	0	1	0	0
K06716	0	1	0	1
K07297	0	1	0	0
K18905	0	1	0	1
K06498	0	1	0	0
K17624	0	1	0	0
K03834	0	1	0	1
K07750	0	1	0	0
K10319	0	1	0	0
K15974	0	1	0	0
K10274	0	1	0	0
K19549	0	1	0	0
K12442	0	1	0	0
K11290	0	1	0	0
K09855	0	1	0	0
K04717	0	1	0	0
K16482	0	1	0	0
K00041	0	1	0	0
K03196	0	1	0	0
K04150	0	1	0	0
K00461	0	1	0	0
K05580	0	1	0	0
K06516	0	1	0	0
K02156	0	1	0	0
K02607	0	1	0	0
K18182	0	1	0	0
K16165	0	0	1	0
K03667	0	0	1	1
K11261	0	0	1	0
K06983	0	0	1	0
K11258	0	0	1	0
K03528	0	0	1	1
K12262	0	0	1	1
K14669	0	0	1	0
K08357	0	0	1	0
K02457	0	0	1	1
K03560	0	0	1	1
K03562	0	0	1	1
K03732	0	0	1	1
K02487	0	0	1	1
K06597	0	0	1	0
K17230	0	0	1	1
K00196	0	0	1	1
K11208	0	0	1	0
K01795	0	0	1	1
K10221	0	0	1	0
K18842	0	0	1	0
K18841	0	0	1	1
K06183	0	0	1	1
K02453	0	0	1	1
K11331	0	0	1	0
K07320	0	0	1	0
K00235	0	0	1	1
K09159	0	0	1	1
K01449	0	0	1	0
K06462	0	0	1	0
K00799	0	0	1	1
K03694	0	0	1	1
K09806	0	0	1	1
K17644	0	0	1	1
K07121	0	0	1	0
K05539	0	0	1	1
K16025	0	0	1	1
K02461	0	0	1	1
K09948	0	0	1	1
K15852	0	0	1	0
K15012	0	0	1	1
K06125	0	0	1	1
K12659	0	0	1	0
K07302	0	0	1	1
K18303	0	0	1	1
K18240	0	0	1	0
K04429	0	0	1	0
K09007	0	0	1	0
K02676	0	0	1	1
K01682	0	0	1	0
K08344	0	0	1	1
K08312	0	0	1	0
K18765	0	0	1	0
K02452	0	0	1	1
K09938	0	0	1	1
K01070	0	0	1	0
K06445	0	0	1	1
K09895	0	0	1	0
K00253	0	0	1	1
K00413	0	0	1	0
K00411	0	0	1	1
K02494	0	0	1	1
K08967	0	0	1	1
K08964	0	0	1	1
K04764	0	0	1	1
K03683	0	0	1	0
K14170	0	0	1	1
K03666	0	0	1	1
K07115	0	0	1	1
K02806	0	0	1	1
K04754	0	0	1	0
K07122	0	0	1	1
K07323	0	0	1	1
K03204	0	0	1	1
K07637	0	0	1	0
K07660	0	0	1	0
K14584	0	0	1	0
K03765	0	0	1	1
K07232	0	0	1	0
K07136	0	0	1	0
K05365	0	0	1	1
K00694	0	0	1	1
K02670	0	0	1	1
K01948	0	0	1	1
K01305	0	0	1	1
K09912	0	0	1	1
K09008	0	0	1	1
K07574	0	0	1	1
K03214	0	0	1	0
K03586	0	0	1	1
K01263	0	0	1	1
K06694	0	0	1	1
K12978	0	0	1	0
K07708	0	0	1	0
K13485	0	0	1	0
K16842	0	0	1	0
K14980	0	0	1	0
K03807	0	0	1	0
K11187	0	0	1	0
K18903	0	0	1	1
K03690	0	0	1	1
K01878	0	0	1	0
K02660	0	0	1	1
K02659	0	0	1	0
K02658	0	0	1	1
K01920	0	0	1	1
K12982	0	0	1	0
K08084	0	0	1	1
K14660	0	0	1	1
K13816	0	0	1	0
K18304	0	0	1	1
K06134	0	0	1	1
K18359	0	0	1	0
K18307	0	0	1	1
K01525	0	0	1	1
K18829	0	0	1	1
K02262	0	0	1	0
K10914	0	0	1	1
K01611	0	0	1	1
K00234	0	0	1	1
K09937	0	0	1	1
K00311	0	0	1	1
K09921	0	0	1	0
K01419	0	0	1	1
K09902	0	0	1	0
K09880	0	0	1	1
K18900	0	0	1	1
K04018	0	0	1	1
K02427	0	0	1	1
K12235	0	0	1	1
K04083	0	0	1	1
K19219	0	0	1	0
K02455	0	0	1	0
K17761	0	0	1	0
K03089	0	0	1	1
K00634	0	0	1	1
K07390	0	0	1	1
K07287	0	0	1	0
K15835	0	0	1	0
K05527	0	0	1	1
K10819	0	0	1	1
K02793	0	0	1	1
K14058	0	0	1	1
K03600	0	0	1	1
K11689	0	0	1	0
K10924	0	0	1	0
K03746	0	0	1	0
K07514	0	0	1	0
K02458	0	0	1	1
K02665	0	0	1	1
K07821	0	0	1	0
K17229	0	0	1	0
K03806	0	0	1	1
K11745	0	0	1	1
K07659	0	0	1	0
K17474	0	0	1	0
K05788	0	0	1	1
K12342	0	0	1	0
K03607	0	0	1	0
K01896	0	0	1	0
K10001	0	0	1	0
K02686	0	0	1	0
K18356	0	0	1	0
K04099	0	0	1	0
K10219	0	0	1	0
K02662	0	0	1	1
K09913	0	0	1	1
K15512	0	0	1	1
K05778	0	0	1	0
K05779	0	0	1	0
K18778	0	0	1	1
K02464	0	0	1	1
K10972	0	0	1	0
K14257	0	0	1	1
K03774	0	0	1	0
K05973	0	0	1	1
K18210	0	0	1	1
K00528	0	0	1	1
K13896	0	0	1	0
K01429	0	0	1	1
K17227	0	0	1	0
K17226	0	0	1	0
K07262	0	0	1	1
K05655	0	0	1	1
K10003	0	0	1	0
K10002	0	0	1	0
K09506	0	0	1	1
K00127	0	0	1	1
K18800	0	0	1	0
K12686	0	0	1	1
K11787	0	0	1	0
K07649	0	0	1	0
K03285	0	0	1	0
K03599	0	0	1	1
K00670	0	0	1	0
K09965	0	0	1	1
K01086	0	0	1	0
K08319	0	0	1	0
K03557	0	0	1	0
K18850	0	0	1	0
K11690	0	0	1	1
K10220	0	0	1	0
K11711	0	0	1	0
K02463	0	0	1	0
K02535	0	0	1	1
K04483	0	0	1	1
K00795	0	0	1	1
K01801	0	0	1	1
K12543	0	0	1	1
K00394	0	0	1	0
K00245	0	0	1	0
K00246	0	0	1	0
K12975	0	0	1	0
K13667	0	0	1	0
K11180	0	0	1	0
K11181	0	0	1	0
K07235	0	0	1	0
K07236	0	0	1	1
K07237	0	0	1	0
K06879	0	0	1	0
K15513	0	0	1	1
K16845	0	0	1	0
K05777	0	0	1	0
K05321	0	0	1	0
K01879	0	0	1	1
K10918	0	0	1	1
K08227	0	0	1	0
K03939	0	0	1	1
K02298	0	0	1	0
K02300	0	0	1	0
K02299	0	0	1	0
K02297	0	0	1	0
K07234	0	0	1	1
K01141	0	0	1	1
K03197	0	0	1	1
K05541	0	0	1	1
K00244	0	0	1	1
K03717	0	0	1	1
K02594	0	0	1	1
K09983	0	0	1	1
K11740	0	0	1	1
K07663	0	0	1	1
K01346	0	0	1	1
K02390	0	0	1	1
K07640	0	0	1	1
K11418	0	0	1	1
K00472	0	0	1	1
K04109	0	0	1	1
K04568	0	0	1	1
K01884	0	0	1	1
K12073	0	0	1	1
K14762	0	0	1	1
K09778	0	0	1	1
K12537	0	0	1	1
K09002	0	0	1	1
K17724	0	0	1	1
K07000	0	0	1	1
K18438	0	0	1	1
K13299	0	0	1	1
K09127	0	0	1	1
K05941	0	0	1	1
K12446	0	0	1	1
K15329	0	0	1	1
K05613	0	0	1	1
K00832	0	0	1	1
K14206	0	0	1	1
K05812	0	0	1	1
K00139	0	0	1	1
K04060	0	0	1	1
K11209	0	0	1	1
K07347	0	0	1	1
K12880	0	0	1	1
K06679	0	0	1	1
K10125	0	0	1	1
K01800	0	0	1	1
K00807	0	0	1	1
K09826	0	0	1	1
K09844	0	0	1	1
K11898	0	0	1	1
K09768	0	0	1	1
K11778	0	0	1	1
K00521	0	0	1	0
K14026	0	0	1	0
K11891	0	0	1	1
K06192	0	0	1	1
K11737	0	0	1	0
K07267	0	0	1	0
K05358	0	0	1	0
K03785	0	0	1	0
K18907	0	0	1	0
K09510	0	0	1	0
K18147	0	0	1	0
K12897	0	0	1	1
K09823	0	0	1	0
K14414	0	0	1	0
K11089	0	0	1	0
K05339	0	0	1	0
K07233	0	0	1	0
K15482	0	0	1	0
K03473	0	0	1	0
K19232	0	0	1	0
K09986	0	0	1	1
K06923	0	0	1	0
K14674	0	0	1	1
K09977	0	0	1	0
K07345	0	0	1	0
K15540	0	0	1	0
K08085	0	0	1	0
K02655	0	0	1	0
K10253	0	0	1	0
K03468	0	0	1	0
K15549	0	0	1	0
K05564	0	0	1	0
K05562	0	0	1	0
K05561	0	0	1	0
K05560	0	0	1	0
K03895	0	0	1	0
K03896	0	0	1	0
K13354	0	0	1	0
K09836	0	0	1	0
K05907	0	0	1	0
K17938	0	0	1	0
K06515	0	0	1	0
K11291	0	0	1	1
K09889	0	0	1	0
K07473	0	0	1	1
K08160	0	0	1	0
K01825	0	0	1	0
K09024	0	0	1	1
K06669	0	0	1	0
K12292	0	0	1	0
K04097	0	0	1	0
K03169	0	0	1	1
K07810	0	0	1	1
K15984	0	0	1	1
K09916	0	0	1	0
K09712	0	0	1	0
K00836	0	0	1	1
K04774	0	0	1	1
K08484	0	0	1	1
K03894	0	0	1	0
K18137	0	0	1	0
K02625	0	0	1	0
K07070	0	0	1	0
K03181	0	0	1	0
K12064	0	0	1	1
K12069	0	0	1	0
K09906	0	0	1	0
K12280	0	0	1	1
K09016	0	0	1	0
K18302	0	0	1	0
K12957	0	0	1	1
K09160	0	0	1	0
K10254	0	0	1	0
K18360	0	0	1	0
K19419	0	0	1	0
K02840	0	0	1	0
K17939	0	0	1	0
K10831	0	0	1	0
K15552	0	0	1	0
K11444	0	0	1	1
K10806	0	0	1	1
K18975	0	0	1	0
K03675	0	0	1	0
K07666	0	0	1	0
K18133	0	0	1	0
K11734	0	0	1	0
K14553	0	0	1	0
K10954	0	0	1	1
K10952	0	0	1	1
K07862	0	0	1	0
K00505	0	0	1	0
K00638	0	0	1	1
K19353	0	0	1	0
K15778	0	0	1	1
K09801	0	0	1	1
K07078	0	0	1	0
K09909	0	0	1	0
K14067	0	0	1	1
K06938	0	0	1	0
K05517	0	0	1	1
K19130	0	0	1	0
K12058	0	0	1	1
K08829	0	0	1	0
K12056	0	0	1	1
K10558	0	0	1	0
K07337	0	0	1	1
K07661	0	0	1	0
K07639	0	0	1	0
K16762	0	0	1	0
K03103	0	0	1	0
K10841	0	0	1	1
K10094	0	0	1	1
K09631	0	0	1	0
K11733	0	0	1	0
K16345	0	0	1	0
K13566	0	0	1	0
K12152	0	0	1	1
K07153	0	0	1	1
K12061	0	0	1	1
K12060	0	0	1	1
K12059	0	0	1	1
K10875	0	0	1	1
K03319	0	0	1	1
K04876	0	0	1	0
K19128	0	0	1	0
K07665	0	0	1	0
K19127	0	0	1	0
K19129	0	0	1	0
K11937	0	0	1	0
K01052	0	0	1	1
K12217	0	0	1	1
K10063	0	0	1	0
K16817	0	0	1	0
K00557	0	0	1	1
K07318	0	0	1	0
K03441	0	0	1	0
K07467	0	0	1	1
K01826	0	0	1	0
K07592	0	0	1	0
K15396	0	0	1	1
K05297	0	0	1	0
K04691	0	0	1	1
K02076	0	0	1	0
K02244	0	0	1	0
K12206	0	0	1	0
K08239	0	0	1	0
K05528	0	0	1	0
K13256	0	0	1	1
K01484	0	0	1	1
K00840	0	0	1	0
K00673	0	0	1	1
K06447	0	0	1	1
K16235	0	0	1	0
K13954	0	0	1	1
K13635	0	0	1	0
K06102	0	0	1	0
K07641	0	0	1	1
K18326	0	0	1	0
K07395	0	0	1	1
K10838	0	0	1	0
K03707	0	0	1	0
K07512	0	0	1	1
K14209	0	0	1	0
K09591	0	0	1	1
K02246	0	0	1	0
K05805	0	0	1	1
K07479	0	0	1	0
K01160	0	0	1	1
K02556	0	0	1	1
K18410	0	0	1	1
K09749	0	0	1	1
K03409	0	0	1	1
K02392	0	0	1	1
K17321	0	0	1	1
K02241	0	0	1	1
K02408	0	0	1	1
K19344	0	0	1	1
K02388	0	0	1	1
K02387	0	0	1	1
K02414	0	0	1	1
K02404	0	0	1	1
K11739	0	0	1	1
K02416	0	0	1	1
K03411	0	0	1	1
K03415	0	0	1	1
K02410	0	0	1	1
K11384	0	0	1	1
K11526	0	0	1	1
K03410	0	0	1	1
K07502	0	0	1	1
K02398	0	0	1	1
K00316	0	0	1	1
K11184	0	0	1	1
K02397	0	0	1	1
K02409	0	0	1	1
K02413	0	0	1	1
K02412	0	0	1	1
K07181	0	0	1	1
K09978	0	0	1	1
K09515	0	0	1	1
K02422	0	0	1	1
K05594	0	0	1	1
K02418	0	0	1	1
K02419	0	0	1	1
K02420	0	0	1	1
K02421	0	0	1	1
K02401	0	0	1	1
K02400	0	0	1	1
K03615	0	0	1	1
K02573	0	0	1	1
K04061	0	0	1	1
K02407	0	0	1	1
K12278	0	0	1	0
K15636	0	0	1	0
K18300	0	0	1	0
K08304	0	0	1	1
K03591	0	0	1	1
K02024	0	0	1	1
K01713	0	0	1	0
